Numero,Local,TotalCasos,NovosCasos,TotalMortes,NovasMortes,TotalRecuperados,Casos Ativos,CasosSerios,TotalCasos/1M,TotalMortes/1M,TotalTestes,Testes/1M,Populacao,Continente,Casos/10,Mortes/10,Teste/10,Novos/1M,Mortes/1M,Ativos/1M
1.0,USA,"64,359,409",,"866,891",,"42,805,090","20,687,428","24,824","192,709","2,596","849,094,742","2,542,414","333,971,837",North America,5,385,0.0,,,"61,944"
