Numero,Local,TotalCasos,NovosCasos,TotalMortes,NovasMortes,TotalRecuperados,Casos Ativos,CasosSerios,TotalCasos/1M,TotalMortes/1M,TotalTestes,Testes/1M,Populacao,Continente,Casos/10,Mortes/10,Teste/10,Novos/1M,Mortes/1M,Ativos/1M
3.0,Brazil,"22,718,606",,"620,419",,"21,626,836","471,351","8,318","105,732","2,887","63,776,166","296,812","214,870,619",South America,9,346,3.0,,,"2,194"
